PIs,POs,AND_Gates_Before,Levels_Before,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,ND,Edge,Area,Delay,Levels_After,Power
164,132,930,11,resyn,resub -z,resub,share,share,drwsat2,rewrite -z,choice2,strash,resyn3,drf,rewrite -z,compress2,compress,compress,resyn3,resyn2a,resub,compress2,drwsat2,419,1125,419.0,7.0,7,504.23
207,107,2198,30,resyn,rewrite,choice,strash,choice2,strash,resyn2a,resyn2,resyn2,share,drw,compress,dc2,drf,rewrite,choice2,strash,rewrite -z,resub,share,810,1788,810.0,21.0,21,923.69
135,125,613,8,drwsat2,resub,rwsat,choice,strash,resyn2a,rewrite,resyn2a,rewrite,compress,resyn3,resyn,drf,resub,resyn,compress,resyn,resyn3,balance,resyn3,345,868,345.0,5.0,5,466.89
24,25,5416,225,drwsat2,choice,strash,compress,rwsat,drf,drw,drwsat2,rewrite,resyn2a,drwsat2,dc2,compress,resyn,resyn2,resub -z,choice2,strash,choice2,strash,3177,8371,3177.0,77.0,77,3055.13
45,45,1577,14,share,resyn,refactor,drf,drwsat2,resyn2,resub,rewrite -z,compress2,resub -z,share,compress,refactor -z,resub,dc2,dc2,compress2,drwsat2,rwsat,dc2,611,1838,611.0,8.0,8,496.72
26,11,1592,31,drf,balance,compress2,drf,choice,strash,drf,resub -z,balance,refactor,drf,compress,choice2,strash,resyn,resyn2,balance,resyn3,compress2,drf,526,1451,526.0,10.0,10,675.55
512,130,2865,287,compress,resyn3,resub,drf,resyn2a,choice2,strash,resyn,refactor -z,resub,choice2,strash,resyn3,choice,strash,choice,strash,rewrite,resyn,rewrite -z,2138,4752,2138.0,88.0,88,2418.63
177,128,1169,14,resub,rewrite -z,drwsat2,dc2,share,resub,resyn2a,balance,dc2,rewrite -z,compress,choice2,strash,rewrite,resyn2,resyn2a,resyn2a,resub,refactor -z,resyn,543,1476,543.0,8.0,8,624.26
512,130,2865,287,resub -z,resyn,resyn3,rwsat,compress2,choice,strash,drw,rewrite,resyn3,rewrite -z,rwsat,resyn3,choice2,strash,resyn,dc2,balance,resyn,refactor,2038,4543,2038.0,89.0,89,2314.46
135,125,613,8,resyn,drf,refactor -z,choice,strash,resyn,refactor -z,rewrite,share,rwsat,rwsat,compress,choice,strash,choice2,strash,resub,rewrite,compress2,dc2,287,787,287.0,5.0,5,410.03
177,128,1169,14,resyn2,balance,resyn2,resub,refactor,rewrite -z,resyn3,resyn3,balance,drf,resub,drwsat2,rewrite,drf,rewrite,rwsat,rewrite,rwsat,rewrite -z,compress2,601,1517,601.0,8.0,8,659.7
135,125,613,8,drwsat2,compress,rewrite,drf,resyn,resub,compress,resub -z,resub -z,resyn,resub,dc2,resyn3,drwsat2,rewrite,share,resyn2,resub,resub,drf,332,832,332.0,4.0,4,428.62
45,45,1577,14,rewrite,drwsat2,drf,refactor,drw,resub,drf,rewrite -z,drw,resub,resub,share,drf,resyn,dc2,rewrite -z,resyn,rewrite -z,share,resyn3,664,1999,664.0,8.0,8,531.5
26,11,1592,31,resyn2,dc2,share,resub -z,resyn2,refactor,resyn,compress2,resub,choice,strash,balance,dc2,resub -z,drwsat2,resyn,compress,refactor,resyn3,rewrite,498,1393,498.0,9.0,9,620.59
45,45,1577,14,resub -z,drf,drf,choice2,strash,resub -z,rewrite,drwsat2,choice,strash,resyn,rewrite,resyn,resub -z,resyn,resub -z,refactor -z,refactor,resyn,compress2,773,2378,773.0,7.0,7,652.86
135,125,613,8,rewrite -z,share,resyn2,compress,rewrite -z,refactor -z,choice2,strash,resyn2a,resyn2,resyn3,drf,choice,strash,drw,dc2,rewrite -z,choice2,strash,balance,326,867,326.0,5.0,5,448.15
45,45,1577,14,drw,compress,choice2,strash,compress2,dc2,resub,rewrite,balance,balance,resyn2a,dc2,refactor,drwsat2,resyn3,share,resyn2,refactor,resub,rwsat,661,1994,661.0,8.0,8,542.04
135,125,613,8,resyn,resyn2a,drwsat2,rwsat,dc2,drwsat2,share,refactor -z,resub -z,refactor,share,balance,compress,drf,dc2,resyn2,choice2,strash,resub,resyn,331,848,331.0,4.0,4,436.47
512,130,2865,287,resyn2a,resub,resyn,resyn2a,resyn3,rwsat,refactor -z,balance,drw,rwsat,rewrite,drw,drwsat2,refactor -z,drw,resyn,choice2,strash,drf,share,1925,4356,1925.0,116.0,116,2222.6
512,130,2865,287,resyn3,rewrite,resub -z,resyn2a,compress,dc2,dc2,compress2,refactor -z,resyn2a,compress2,refactor -z,balance,refactor -z,resyn3,refactor,compress,rewrite -z,share,rewrite -z,1974,4557,1974.0,116.0,116,2313.39
177,128,1169,14,resub,dc2,dc2,refactor,compress,share,rwsat,refactor,balance,share,resyn2a,compress,choice2,strash,resyn3,rewrite,rewrite -z,resyn3,balance,resub -z,533,1423,533.0,8.0,8,602.89
177,128,1169,14,rewrite -z,drwsat2,balance,resyn,resyn,balance,rewrite -z,rwsat,drf,resyn2a,choice,strash,resub,choice2,strash,drw,drwsat2,balance,drw,drw,605,1540,605.0,8.0,8,679.98
164,132,930,11,resub,balance,rewrite,compress2,resyn3,compress2,compress2,refactor,compress,resyn3,drwsat2,rwsat,drf,rwsat,rewrite,share,rewrite,resyn,dc2,rewrite -z,424,1142,424.0,6.0,6,519.87
207,107,2198,30,rwsat,resub,resyn,resub,resub -z,balance,rwsat,resub -z,dc2,rewrite -z,compress,drw,rwsat,rewrite,share,refactor,choice,strash,resub -z,resyn2a,847,1872,847.0,21.0,21,963.31
45,45,1577,14,compress,rwsat,resyn3,resyn3,dc2,choice2,strash,compress2,compress2,compress,rewrite,choice2,strash,compress,drw,refactor,rewrite -z,rewrite,dc2,rewrite -z,695,2102,695.0,8.0,8,558.43
135,125,613,8,resyn,share,share,drwsat2,resyn3,refactor -z,refactor,resub,resyn3,refactor -z,refactor -z,resub,dc2,drwsat2,compress,drwsat2,dc2,resyn3,drf,rewrite,333,851,333.0,4.0,4,439.26
512,130,2865,287,resub,compress,rewrite -z,refactor -z,rewrite,drf,choice2,strash,balance,refactor -z,resyn2,refactor,balance,refactor,resyn2,resyn2a,drw,compress2,refactor,rewrite -z,2146,4726,2146.0,88.0,88,2406.87
45,45,1577,14,refactor,compress2,resyn3,resyn3,resyn3,drwsat2,compress2,rewrite -z,choice2,strash,choice2,strash,choice2,strash,resyn2,rewrite,choice2,strash,resyn,rwsat,718,2168,718.0,8.0,8,576.66
135,125,613,8,rewrite,resub -z,choice2,strash,drw,choice2,strash,resyn,rewrite -z,resyn3,resub -z,resub,rewrite,resub -z,resub -z,dc2,drw,balance,share,resub -z,330,833,330.0,5.0,5,429.68
512,130,2865,287,refactor -z,resyn2a,refactor,compress,compress,balance,resyn2a,resyn3,resub,resub,resub,resub,resyn3,choice,strash,drwsat2,choice2,strash,compress2,compress,2151,4778,2151.0,87.0,87,2432.49
177,128,1169,14,rewrite -z,refactor,resyn3,compress2,compress2,refactor -z,rewrite,refactor,rewrite,resyn2a,drw,refactor,share,drwsat2,compress2,choice2,strash,share,resyn2a,resyn,550,1472,550.0,7.0,7,636.73
164,132,930,11,rewrite,refactor -z,drwsat2,resyn3,resyn2,rwsat,resyn2,choice,strash,resub,rewrite -z,compress,rewrite,resyn2,resub,rewrite,resyn3,resyn2a,compress2,resyn3,472,1197,472.0,6.0,6,585.25
207,107,2198,30,choice,strash,rewrite -z,compress,resyn,drw,choice2,strash,refactor,compress2,rewrite,refactor -z,resyn3,resub -z,refactor,resyn3,drf,resyn3,compress2,drwsat2,842,1870,842.0,27.0,27,955.98
45,45,1577,14,resyn2,refactor,rewrite,refactor,choice2,strash,resyn,balance,rewrite,drwsat2,resub,resyn2a,compress,resub -z,balance,choice,strash,drf,compress,rewrite,716,2179,716.0,8.0,8,572.67
32,32,2337,120,resub -z,share,choice2,strash,resub,drw,rewrite,dc2,rwsat,share,compress,resyn,compress2,rwsat,share,compress2,resub -z,drw,choice,strash,1923,4423,1923.0,47.0,47,2061.14
164,132,930,11,rewrite,rewrite,rewrite,refactor -z,resyn,choice,strash,rewrite,refactor,compress2,drwsat2,drw,resyn3,rewrite -z,resyn3,resyn2,drf,rewrite -z,drwsat2,resyn3,452,1187,452.0,6.0,6,581.88
45,45,1577,14,rwsat,refactor,choice2,strash,resyn2a,refactor -z,drf,resyn2,rwsat,rewrite,rwsat,refactor -z,refactor,choice,strash,share,compress,balance,rewrite,resyn3,692,2064,692.0,8.0,8,553.39
32,32,2337,120,rewrite -z,resyn2,resyn2,resub,compress2,refactor,drf,drwsat2,resub -z,resyn,rewrite,balance,share,share,resyn,rewrite,rewrite -z,drw,refactor,drf,2328,5565,2328.0,49.0,49,2597.4
45,45,1577,14,compress,rewrite,resub,rewrite -z,rewrite,drf,resyn2a,choice2,strash,resub -z,resyn2,drw,rewrite -z,share,compress,balance,resub,rewrite,choice2,strash,686,2075,686.0,8.0,8,564.57
32,32,2337,120,choice,strash,dc2,dc2,resyn2,share,choice2,strash,resyn2a,rwsat,choice2,strash,choice2,strash,refactor -z,balance,share,resyn2,resub -z,compress,2305,5370,2305.0,52.0,52,2504.43
32,32,2337,120,choice2,strash,choice2,strash,resub,drf,choice2,strash,compress2,share,balance,share,rewrite,refactor -z,rewrite -z,rewrite -z,rewrite -z,drw,compress,rewrite,2332,5540,2332.0,49.0,49,2565.99
45,45,1577,14,resyn2a,refactor -z,resyn2a,share,resyn3,refactor -z,drw,balance,choice2,strash,compress,drf,resub -z,rewrite -z,rwsat,dc2,refactor -z,compress,balance,rwsat,668,2025,668.0,8.0,8,534.9
135,125,613,8,refactor -z,resyn2a,compress2,resyn3,dc2,resub,rewrite -z,rewrite,resub,refactor -z,resyn3,rewrite,share,refactor,resub,compress2,compress,share,drwsat2,drw,323,857,323.0,4.0,4,443.85
135,125,613,8,compress,compress,refactor,resyn,drwsat2,rewrite,dc2,resyn3,drwsat2,resyn3,dc2,resyn3,compress2,refactor -z,rwsat,resyn3,refactor,choice,strash,resyn2a,346,871,346.0,4.0,4,467.23
135,125,613,8,compress,dc2,dc2,dc2,drw,resyn2a,balance,resyn,rewrite,balance,rewrite,choice,strash,refactor,drf,resyn,rewrite -z,balance,rewrite -z,drwsat2,330,860,330.0,4.0,4,462.96
45,45,1577,14,drw,resyn2,resyn2a,resyn3,drf,resub,drf,resyn2,compress2,rewrite -z,refactor,resyn3,choice2,strash,dc2,drw,rewrite -z,resub,drf,drw,717,2158,717.0,8.0,8,567.45
164,132,930,11,compress2,drw,drf,compress2,dc2,drwsat2,drw,dc2,rwsat,resyn2,balance,choice2,strash,drf,drw,resub,refactor -z,compress2,rewrite,resyn2,465,1206,465.0,6.0,6,586.99
24,25,5416,225,refactor -z,compress,compress,compress,resyn2a,resyn3,dc2,resub,resub -z,resyn3,rwsat,resyn2a,resyn,rewrite -z,balance,compress,drwsat2,resyn2,balance,resub -z,3215,8405,3215.0,77.0,77,3080.62
26,11,1592,31,dc2,refactor,rewrite,resyn2a,balance,resyn2a,refactor -z,dc2,refactor,choice2,strash,choice2,strash,dc2,resub -z,choice,strash,resyn2a,compress2,drw,501,1400,501.0,9.0,9,633.61
24,25,5416,225,resub -z,rewrite -z,resyn2a,resyn2a,drwsat2,compress,resyn2,choice2,strash,refactor -z,resyn3,drwsat2,balance,balance,resyn2,compress2,choice,strash,balance,rewrite -z,3406,9058,3406.0,83.0,83,3395.23
45,45,1577,14,resub -z,refactor -z,drwsat2,rewrite,rwsat,compress2,drf,choice2,strash,resyn2,rewrite,drwsat2,resyn2,refactor,share,refactor,resyn2,drwsat2,refactor,resub -z,682,2067,682.0,8.0,8,559.28
24,25,5416,225,rwsat,drwsat2,compress2,choice2,strash,compress2,compress,choice2,strash,dc2,resyn2,refactor -z,resyn2,choice2,strash,refactor,rewrite -z,rwsat,resyn2,dc2,3564,9596,3564.0,76.0,76,3616.15
26,11,1592,31,balance,dc2,resyn,rewrite,dc2,rewrite,drf,resyn3,drf,rewrite -z,refactor -z,drw,resyn3,choice,strash,choice2,strash,resub,resub -z,drwsat2,528,1459,528.0,9.0,9,666.79
45,45,1577,14,choice,strash,drf,share,drf,rewrite -z,resyn2a,refactor -z,drf,choice2,strash,resub,choice2,strash,rewrite -z,drwsat2,share,resyn,drwsat2,drwsat2,654,1960,654.0,8.0,8,536.01
207,107,2198,30,rwsat,balance,rewrite,rwsat,drwsat2,rewrite -z,balance,resyn2a,rwsat,share,drw,choice2,strash,resyn,resub -z,drf,resub,share,resyn,drf,824,1828,824.0,23.0,23,943.05
177,128,1169,14,drw,dc2,refactor -z,resyn3,drw,rwsat,compress,resub -z,compress,resub,resub -z,choice2,strash,resyn3,drw,resub,resyn2,resyn3,rewrite -z,rewrite -z,607,1610,607.0,8.0,8,696.05
135,125,613,8,rewrite,dc2,rwsat,drw,drw,balance,refactor -z,refactor,resyn2,resyn,refactor -z,resyn2,choice,strash,choice,strash,drwsat2,compress,drf,resub -z,342,869,342.0,5.0,5,466.54
135,125,613,8,choice,strash,balance,resub -z,compress2,compress2,rewrite,refactor -z,drw,rewrite,resyn,compress2,refactor,choice,strash,rewrite,choice2,strash,refactor -z,resyn3,271,722,271.0,5.0,5,396.47
24,25,5416,225,balance,choice,strash,resyn3,resyn2a,resyn,resyn2a,refactor,choice2,strash,resub,rwsat,drw,resyn2a,rewrite -z,balance,rwsat,resyn,rewrite -z,resub -z,3446,9297,3446.0,79.0,79,3472.82
45,45,1577,14,share,compress,resyn,rewrite -z,resyn3,resyn2,compress,choice,strash,dc2,resyn3,dc2,resub -z,compress2,refactor,share,choice2,strash,rwsat,resyn3,632,1841,632.0,8.0,8,508.99
207,107,2198,30,drwsat2,drw,rwsat,refactor -z,resyn,compress2,dc2,resyn3,rwsat,choice2,strash,drw,resub -z,resub -z,balance,resyn3,compress,drw,refactor,resyn3,848,1908,848.0,23.0,23,974.91
26,11,1592,31,resyn2,refactor,resub -z,compress,compress,drf,dc2,resyn3,refactor,drf,rewrite,resub,resyn,resyn2a,drf,compress,compress,refactor,choice2,strash,550,1524,550.0,9.0,9,697.71
45,45,1577,14,refactor,resub,resyn,drw,drwsat2,choice2,strash,drw,resub,refactor -z,resub -z,choice,strash,resub,resyn2a,refactor -z,compress,refactor,rewrite,rewrite,773,2344,773.0,7.0,7,641.85
512,130,2865,287,choice2,strash,compress,choice,strash,resyn,compress2,compress2,rwsat,resyn,resyn2a,rwsat,rewrite -z,choice,strash,rewrite -z,resyn2,resyn2a,resyn2a,refactor,2161,4796,2161.0,85.0,85,2441.65
135,125,613,8,compress,drw,drf,resyn2a,compress,resyn2,resyn3,resyn,choice,strash,drf,resyn2a,compress,resub -z,resub -z,drf,resyn,resyn2a,drwsat2,rewrite -z,330,853,330.0,4.0,4,460.41
207,107,2198,30,drf,rwsat,resub,choice2,strash,share,choice2,strash,rewrite,choice2,strash,rewrite,resyn,resyn3,resyn3,rwsat,compress,share,dc2,drw,824,1824,824.0,24.0,24,941.0
24,25,5416,225,compress2,rwsat,drwsat2,resyn2a,compress,balance,rewrite -z,rewrite,rewrite -z,choice2,strash,drw,resyn2a,resyn3,resyn2,share,resyn,compress2,resyn,drf,3654,9845,3654.0,78.0,78,3761.91
207,107,2198,30,drwsat2,resyn2a,resyn3,compress,rewrite,resyn2a,rewrite -z,rewrite,resyn,rewrite -z,resub,share,drwsat2,resub -z,balance,rewrite -z,choice,strash,share,refactor -z,828,1827,828.0,24.0,24,940.32
45,45,1577,14,rewrite,drw,resyn,drwsat2,choice2,strash,balance,refactor -z,balance,dc2,rewrite -z,drwsat2,compress2,dc2,drw,balance,rewrite,share,drw,compress2,666,1979,666.0,8.0,8,525.68
177,128,1169,14,resub -z,rewrite -z,rwsat,choice,strash,resyn2a,drf,resub,resub,drwsat2,rewrite,resyn,resub -z,resyn2a,choice,strash,drw,compress2,resyn2a,rewrite -z,620,1577,620.0,8.0,8,677.81
32,32,2337,120,resyn2a,resyn2a,balance,resyn,compress2,dc2,resyn2,refactor -z,compress,balance,drf,refactor,resyn2,choice,strash,choice,strash,resub -z,share,dc2,2358,5585,2358.0,49.0,49,2582.52
24,25,5416,225,resub,share,refactor -z,resyn2,drf,share,resyn3,resyn,balance,choice,strash,drw,choice,strash,rewrite,resyn2a,refactor,resyn2a,resub -z,rwsat,3471,9293,3471.0,78.0,78,3500.07
24,25,5416,225,compress2,balance,choice,strash,compress,choice2,strash,drf,rewrite,compress,rewrite,resyn2,resub -z,choice,strash,resyn,refactor -z,choice2,strash,resyn2,3235,8634,3235.0,79.0,79,3217.53
135,125,613,8,refactor,choice2,strash,resyn2a,choice,strash,share,refactor,rewrite -z,resub,resub -z,rwsat,drw,resub -z,rewrite -z,refactor,refactor -z,compress,refactor -z,compress,348,869,348.0,5.0,5,451.52
512,130,2865,287,refactor,compress,compress2,compress2,compress,resub,compress,refactor,resyn,resyn2,choice2,strash,choice,strash,compress,drw,rewrite -z,compress,drf,dc2,1964,4456,1964.0,105.0,105,2267.78
177,128,1169,14,balance,refactor -z,resyn2a,share,rewrite,compress,balance,dc2,drf,refactor -z,dc2,balance,resyn,resyn,refactor,resyn3,resyn3,refactor -z,drwsat2,resub -z,539,1421,539.0,8.0,8,591.83
512,130,2865,287,rewrite,refactor,dc2,choice2,strash,resub,resub -z,resyn3,resyn2a,balance,rewrite -z,share,resub,compress,compress,compress2,drf,drf,dc2,drwsat2,1791,4239,1791.0,99.0,99,2160.43
177,128,1169,14,compress2,resyn3,resub,refactor,refactor -z,resyn3,refactor -z,refactor,refactor -z,drf,choice,strash,resyn2,refactor,refactor -z,resub -z,resyn3,choice2,strash,refactor -z,613,1563,613.0,8.0,8,688.27
164,132,930,11,drf,rewrite -z,drf,drw,refactor -z,refactor -z,resyn,resyn2,resyn2a,choice,strash,resyn3,resyn2a,compress2,compress,resub -z,compress2,compress,resyn2a,drf,468,1206,468.0,6.0,6,590.3
32,32,2337,120,drwsat2,drw,resyn2a,refactor,choice,strash,dc2,rewrite -z,drwsat2,compress,drf,choice,strash,resyn2a,compress2,drwsat2,rewrite -z,rwsat,rewrite,rewrite,1489,3088,1489.0,45.0,45,1470.6
164,132,930,11,resub,rwsat,compress2,rwsat,drw,rwsat,resub -z,share,resub -z,resub,choice,strash,rewrite,resyn,refactor -z,drwsat2,drf,rewrite,refactor -z,drwsat2,432,1130,432.0,6.0,6,516.97
32,32,2337,120,choice2,strash,choice,strash,share,refactor,resub -z,share,refactor -z,compress,drf,balance,compress2,resub -z,compress,resub,resyn2a,balance,resyn,drw,2204,5155,2204.0,50.0,50,2408.59
512,130,2865,287,share,resyn2a,rewrite,rewrite,choice2,strash,choice2,strash,balance,refactor -z,choice,strash,drwsat2,drw,choice2,strash,drf,balance,refactor -z,rwsat,2009,4400,2009.0,117.0,117,2249.24
207,107,2198,30,drwsat2,drwsat2,drwsat2,resyn,compress2,rwsat,rewrite -z,resub -z,rwsat,rewrite,drwsat2,balance,refactor,resub -z,refactor,resub -z,resyn2,rewrite,rewrite,balance,880,1937,880.0,23.0,23,989.22
512,130,2865,287,resyn2a,balance,rewrite,choice2,strash,share,rewrite,compress,drf,refactor,rwsat,choice,strash,rewrite,resub,compress,compress,compress2,drf,resyn2a,2094,4595,2094.0,92.0,92,2346.58
164,132,930,11,drwsat2,share,resub,rewrite,rewrite,share,rewrite -z,refactor,refactor,rewrite -z,dc2,refactor -z,refactor -z,dc2,choice2,strash,compress,drf,resyn,rewrite -z,420,1126,420.0,6.0,6,506.41
32,32,2337,120,drf,resub -z,refactor,rewrite -z,dc2,choice2,strash,share,rewrite,drwsat2,resyn,drw,share,compress2,resyn,resyn2a,rewrite,resub,share,resyn2a,2696,6574,2696.0,52.0,52,3032.13
512,130,2865,287,balance,compress,resub -z,refactor -z,drw,resub -z,refactor -z,rewrite -z,resub -z,compress2,refactor,resub,rewrite,resub,rwsat,balance,compress2,share,rewrite -z,rwsat,1943,4512,1943.0,113.0,113,2289.11
207,107,2198,30,rewrite,choice2,strash,drw,rwsat,resyn2a,drw,balance,compress,resub,resyn,drw,refactor,resyn2,rewrite,resub,choice,strash,resub -z,resyn3,878,1958,878.0,20.0,20,1001.43
177,128,1169,14,refactor -z,resyn2,refactor -z,resyn,drw,resyn2,drf,dc2,resub,rewrite,balance,rwsat,resyn3,choice,strash,resyn3,rewrite,choice2,strash,resub,599,1575,599.0,8.0,8,694.07
24,25,5416,225,refactor -z,share,resub,drwsat2,resub,resyn,rewrite -z,refactor,compress,resyn3,resyn2a,refactor,rwsat,resyn,resyn2a,resub -z,drw,drw,refactor,resyn,3427,9280,3427.0,78.0,78,3477.99
207,107,2198,30,rwsat,rewrite,resyn3,refactor -z,drw,refactor -z,refactor,choice,strash,resyn3,share,balance,drw,choice2,strash,resyn2a,resyn,rwsat,drwsat2,resyn,811,1818,811.0,23.0,23,937.87
26,11,1592,31,dc2,resub -z,resyn,resyn3,drw,balance,resyn2,balance,drw,drw,rewrite,refactor,drwsat2,resub,refactor,rewrite,rewrite,resub,resub -z,resyn2a,522,1438,522.0,11.0,11,653.63
512,130,2865,287,resyn3,refactor -z,refactor -z,resyn2,resub -z,drf,resyn2,drw,compress,drw,resyn2a,drw,resub,share,refactor -z,drwsat2,resub,compress2,refactor -z,resub -z,1837,4303,1837.0,120.0,120,2197.12
135,125,613,8,refactor -z,resyn3,drwsat2,compress2,balance,rwsat,balance,resyn2,resub,rewrite -z,share,dc2,choice,strash,balance,drw,refactor -z,refactor -z,drwsat2,compress2,330,851,330.0,5.0,5,440.02
512,130,2865,287,compress2,resyn,resyn,drf,choice2,strash,compress,resub -z,compress2,balance,share,drw,resyn2,balance,resub -z,resyn2a,balance,drwsat2,refactor -z,rewrite -z,2047,4571,2047.0,102.0,102,2332.24
24,25,5416,225,compress,resyn2,share,resyn,compress,share,resub -z,dc2,refactor,dc2,drwsat2,resub -z,resyn,resyn,drf,compress,resub -z,drw,resub,balance,3446,8991,3446.0,80.0,80,3321.72
177,128,1169,14,resub,dc2,refactor -z,resyn2,resyn,compress,choice,strash,refactor -z,resyn2,resyn2,drf,dc2,rewrite -z,rewrite -z,resyn,resyn,resyn2,refactor -z,resyn,591,1527,591.0,8.0,8,661.58
32,32,2337,120,refactor,resyn2a,resub -z,resyn,rewrite,drwsat2,rwsat,compress,dc2,choice,strash,resub -z,rewrite -z,resyn3,compress,compress2,choice2,strash,compress,refactor -z,1493,3112,1493.0,45.0,45,1477.5
164,132,930,11,resub -z,rwsat,drf,rwsat,rewrite,share,rewrite,rwsat,resub -z,compress,rwsat,compress,resub -z,resyn2,compress,resub,dc2,choice2,strash,resyn2a,430,1142,430.0,5.0,5,515.91
177,128,1169,14,refactor -z,resyn,resyn2,resyn,balance,choice2,strash,share,drw,balance,resub,refactor,resyn2,resyn2,rwsat,rewrite,drwsat2,resub,resub,dc2,554,1507,554.0,9.0,9,628.81
164,132,930,11,resub,share,resub,resub,drwsat2,rewrite -z,resyn3,resub -z,rewrite -z,balance,drwsat2,rewrite -z,resyn2a,refactor -z,drw,refactor,refactor,rwsat,dc2,compress2,395,1110,395.0,7.0,7,498.99
177,128,1169,14,resub -z,dc2,balance,drf,resyn2,refactor,rewrite,resyn,rwsat,compress2,rewrite -z,compress2,rewrite -z,resyn2,rewrite -z,rwsat,rewrite,choice2,strash,compress2,586,1510,586.0,8.0,8,648.99
32,32,2337,120,balance,refactor -z,drwsat2,resub,resyn2,resyn2,compress2,drwsat2,choice,strash,drw,resyn2,resyn2a,drwsat2,resyn2,drwsat2,share,choice2,strash,drwsat2,1871,4238,1871.0,46.0,46,1982.96
24,25,5416,225,rwsat,resub,dc2,resub -z,refactor -z,drf,refactor -z,resyn2,rwsat,rewrite,share,choice2,strash,drw,resyn,drwsat2,rewrite,resub -z,resyn2a,rewrite -z,3368,8968,3368.0,75.0,75,3341.3
164,132,930,11,refactor -z,dc2,dc2,rewrite -z,balance,refactor,drwsat2,drw,resyn2,resyn2a,resub,drw,refactor -z,choice,strash,resyn,resyn2a,resyn3,rewrite,compress,440,1163,440.0,6.0,6,568.07
512,130,2865,287,balance,compress2,balance,resub -z,resyn2,dc2,refactor,resub,resub -z,drf,refactor -z,drf,refactor,rewrite,resyn3,choice2,strash,rewrite,dc2,compress2,2112,4716,2112.0,93.0,93,2394.15
164,132,930,11,compress2,rwsat,choice2,strash,rewrite -z,drw,balance,choice,strash,resyn2a,choice,strash,dc2,dc2,drw,resyn3,refactor -z,rwsat,choice2,strash,415,1103,415.0,6.0,6,545.2
45,45,1577,14,resyn3,compress,drf,resyn2a,compress2,resyn2a,resub,refactor -z,resub,drwsat2,resyn,choice,strash,resyn,choice2,strash,compress2,rewrite -z,rewrite -z,resyn2a,700,2141,700.0,8.0,8,573.92
32,32,2337,120,resyn3,resyn,refactor,resub -z,choice,strash,rwsat,refactor,rewrite,compress,share,dc2,rwsat,resyn2a,drf,balance,compress2,refactor -z,resyn2a,resyn,2432,5859,2432.0,49.0,49,2690.41
207,107,2198,30,resyn3,refactor,drf,resyn,compress2,rewrite,refactor -z,rewrite -z,resyn3,resub,rewrite,rwsat,resyn3,refactor -z,resyn3,compress,compress,resyn,rewrite,compress2,834,1864,834.0,26.0,26,953.74
135,125,613,8,choice,strash,drwsat2,resyn,resub -z,resyn3,drw,resyn,balance,dc2,resyn3,resyn3,resub -z,balance,drwsat2,balance,resyn3,resyn2,resyn2,share,329,830,329.0,4.0,4,428.3
177,128,1169,14,resub -z,refactor,balance,drf,compress,drwsat2,choice,strash,compress,rewrite -z,refactor,dc2,share,rewrite -z,drf,drw,resyn2a,dc2,resyn2a,rewrite,534,1403,534.0,8.0,8,597.71
32,32,2337,120,compress,rewrite -z,compress2,compress,rwsat,choice2,strash,choice,strash,resyn,resyn,resyn,rewrite -z,refactor,choice,strash,resyn2a,choice,strash,resub -z,1483,3073,1483.0,45.0,45,1464.51
177,128,1169,14,drf,balance,resyn3,dc2,resyn3,choice2,strash,compress2,balance,balance,choice,strash,resyn,compress,resyn,resyn,rwsat,rewrite,resyn,balance,606,1577,606.0,8.0,8,683.6
32,32,2337,120,balance,drw,rewrite,rewrite -z,refactor,balance,rewrite,resyn2,rewrite,rewrite -z,drwsat2,refactor,dc2,drw,resub,rwsat,choice,strash,share,refactor,2369,5586,2369.0,50.0,50,2580.4
24,25,5416,225,rewrite,compress2,rewrite,dc2,rewrite,resyn,rewrite -z,compress2,resyn2a,resub -z,resyn2a,share,choice2,strash,dc2,choice2,strash,rewrite -z,resyn2,rewrite -z,3541,9509,3541.0,79.0,79,3592.88
32,32,2337,120,resyn2a,drf,dc2,resub,choice,strash,resyn,choice,strash,resyn2,resyn2a,drw,drf,drwsat2,drf,choice2,strash,drf,drw,drf,1482,3083,1482.0,45.0,45,1465.99
24,25,5416,225,drf,dc2,drf,choice2,strash,drwsat2,compress2,choice2,strash,resub -z,resub,drw,choice2,strash,drwsat2,refactor -z,rewrite -z,drf,resyn,dc2,3361,8700,3361.0,79.0,79,3208.11
135,125,613,8,choice,strash,balance,compress,rwsat,drf,refactor,compress2,drwsat2,resub -z,compress2,balance,choice2,strash,choice,strash,drwsat2,resub -z,resyn2a,compress,350,886,350.0,5.0,5,474.6
26,11,1592,31,resub,resyn2,choice2,strash,drw,resyn2a,choice,strash,rewrite -z,resub,resub -z,resub -z,rwsat,refactor,dc2,compress2,drw,refactor,refactor -z,resyn2a,545,1504,545.0,9.0,9,687.83
164,132,930,11,refactor,compress2,refactor,resyn,resyn3,choice,strash,resub,rewrite,resub -z,balance,compress2,rewrite -z,drw,compress,resub,balance,drwsat2,resub,rewrite,465,1217,465.0,6.0,6,594.97
